WarName,Year,Ccode1,Player1,Ccode2,Player2,Initiator,TradePercent
World War II,1939,255,Germany,140,Brazil,1,0.027816839
World War II,1939,255,Germany,325,Italy,1,0.062687291
World War II,1939,255,Germany,900,Australia,1,0.003353282
World War II,1939,255,Germany,920,New Zealand,1,0.000710188
World War II,1939,255,Germany,365,USSR,1,0.002790188
World War II,1939,255,Germany,290,Poland,1,0.007614409
World War II,1939,255,Germany,220,France,1,0.01205021
World War II,1939,255,Germany,712,Mongolia,1,
World War II,1939,255,Germany,710,China,1,0.007648884
World War II,1939,255,Germany,560,South Africa,1,0.003419934
World War II,1939,255,Germany,530,Ethiopia,1,5.52E-05
World War II,1939,290,Poland,310,Hungary,0,0.007473233
World War II,1939,290,Poland,220,France,0,0.053119002
World War II,1939,290,Poland,375,Finland,0,0.012847966
World War II,1939,290,Poland,325,Italy,0,0.065403071
World War II,1939,290,Poland,360,Romania,0,0.006445396
World War II,1939,290,Poland,355,Bulgaria,0,0.017226487
World War II,1939,290,Poland,255,Germany,0,0.158973132
World War II,1939,290,Poland,740,Japan,0,0
World War II,1939,220,France,310,Hungary,0,0.001221335
World War II,1939,220,France,375,Finland,0,0.002013133
World War II,1939,220,France,325,Italy,0,0.010609055
World War II,1939,220,France,360,Romania,0,0.002427145
World War II,1939,220,France,355,Bulgaria,0,0.000615843
World War II,1939,220,France,255,Germany,0,0.027133305
World War II,1939,220,France,740,Japan,0,0.0060808
World War II,1941,740,Japan,211,Belgium,0,0.004299754
World War II,1941,740,Japan,345,Yugoslavia,0,2.06E-05
World War II,1941,740,Japan,385,Norway,0,0.001153252
World War II,1941,740,Japan,20,Canada,0,0.00342069
World War II,1941,740,Japan,2,United States of America,0,0.108264078
World War II,1941,740,Japan,200,United Kingdom,0,0.002054453
World War II,1941,740,Japan,210,Netherlands,0,0.000275593
World War II,1941,740,Japan,360,Romania,0,2.55E-05
World War II,1941,740,Japan,355,Bulgaria,0,8.25E-06
World War II,1941,740,Japan,350,Greece,0,5.78E-05
World War II,1941,740,Japan,140,Brazil,0,0.01472783
World War II,1941,740,Japan,325,Italy,0,0.000239601
World War II,1941,740,Japan,900,Australia,0,0.016048186
World War II,1941,740,Japan,920,New Zealand,0,0.000453713
World War II,1941,740,Japan,365,USSR,0,0
World War II,1941,740,Japan,290,Poland,0,0
World War II,1941,740,Japan,220,France,0,0.002615222
World War II,1941,740,Japan,712,Mongolia,0,
World War II,1941,740,Japan,710,China,0,0.302922228
World War II,1941,740,Japan,560,South Africa,0,0.006270416
World War II,1941,740,Japan,530,Ethiopia,0,0
World War II,1945,712,Mongolia,310,Hungary,0,
World War II,1945,712,Mongolia,220,France,0,
World War II,1945,712,Mongolia,375,Finland,0,
World War II,1945,712,Mongolia,325,Italy,0,
World War II,1945,712,Mongolia,360,Romania,0,
World War II,1945,712,Mongolia,355,Bulgaria,0,
World War II,1945,712,Mongolia,255,Germany,0,
World War II,1945,712,Mongolia,740,Japan,0,
World War II,1941,710,China,310,Hungary,0,0.001185485
World War II,1941,710,China,220,France,0,#DIV/0!
World War II,1941,710,China,375,Finland,0,0.001706121
World War II,1941,710,China,325,Italy,0,0.014217673
World War II,1941,710,China,360,Romania,0,
World War II,1941,710,China,355,Bulgaria,0,
World War II,1941,710,China,255,Germany,0,#DIV/0!
World War II,1941,710,China,740,Japan,0,#DIV/0!
World War II,1939,560,South Africa,310,Hungary,0,0.001427837
World War II,1939,560,South Africa,220,France,0,0.024081096
World War II,1939,560,South Africa,375,Finland,0,0.005051423
World War II,1939,560,South Africa,325,Italy,0,0.011998628
World War II,1939,560,South Africa,360,Romania,0,
World War II,1939,560,South Africa,355,Bulgaria,0,
World War II,1939,560,South Africa,255,Germany,0,0.024526124
World War II,1939,560,South Africa,740,Japan,0,0.025037085
World War II,1941,530,Ethiopia,310,Hungary,0,#DIV/0!
World War II,1941,530,Ethiopia,220,France,0,
World War II,1941,530,Ethiopia,375,Finland,0,0.002668533
World War II,1941,530,Ethiopia,325,Italy,0,#DIV/0!
World War II,1941,530,Ethiopia,360,Romania,0,
World War II,1941,530,Ethiopia,355,Bulgaria,0,
World War II,1941,530,Ethiopia,255,Germany,0,#DIV/0!
World War II,1941,530,Ethiopia,740,Japan,0,#DIV/0!
Russo-Finnish,1939,375,Finland,365,USSR,0,0.008177619
Russo-Finnish,1939,365,USSR,375,Finland,1,0.005432727
Franco-Thai,1940,220,France,800,Thailand,0,4.15E-05
Franco-Thai,1940,800,Thailand,220,France,1,#DIV/0!
First Kashmir,1947,750,India,770,Pakistan,1,
First Kashmir,1947,770,Pakistan,750,India,0,
Arab-Israeli,1948,666,Israel,651,Egypt,0,0
Arab-Israeli,1948,666,Israel,652,Syria,0,
Arab-Israeli,1948,666,Israel,660,Lebanon,0,
Arab-Israeli,1948,666,Israel,663,Jordan,0,
Arab-Israeli,1948,666,Israel,645,Iraq,0,
Arab-Israeli,1948,651,Egypt,666,Israel,0,0
Arab-Israeli,1948,652,Syria,666,Israel,0,
Arab-Israeli,1948,660,Lebanon,666,Israel,0,
Arab-Israeli,1948,663,Jordan,666,Israel,1,
Arab-Israeli,1948,645,Iraq,666,Israel,0,
Korean,1950,710,China,211,Belgium,0,0.018059075
Korean,1950,710,China,20,Canada,0,0.009734513
Korean,1950,710,China,100,Colombia,0,0
Korean,1950,710,China,200,United Kingdom,0,0.035575222
Korean,1950,710,China,210,Netherlands,0,0.011327434
Korean,1950,710,China,350,Greece,0,0
Korean,1950,710,China,220,France,0,0.00761062
Korean,1950,710,China,640,Turkey,0,0
Korean,1950,710,China,840,Philippines,0,0.00099115
Korean,1950,710,China,800,Thailand,0,0.023696121
Korean,1950,710,China,530,Ethiopia,0,0.000176991
Korean,1950,710,China,900,Australia,0,0.005964602
Korean,1950,710,China,732,South Korea,0,0.011935484
Korean,1950,710,China,2,United States of America,0,0.202654867
Korean,1951,211,Belgium,710,China,0,0.00247895
Korean,1951,211,Belgium,731,North Korea,0,0
Korean,1950,20,Canada,710,China,0,0.001743265
Korean,1950,20,Canada,731,North Korea,0,0
Korean,1951,100,Colombia,710,China,0,0
Korean,1951,100,Colombia,731,North Korea,0,0
Korean,1950,200,United Kingdom,710,China,0,0.003068702
Korean,1950,200,United Kingdom,731,North Korea,0,0
Korean,1951,210,Netherlands,710,China,0,0.004028648
Korean,1951,210,Netherlands,731,North Korea,0,0
Korean,1951,350,Greece,710,China,0,0
Korean,1951,350,Greece,731,North Korea,0,0
Korean,1951,220,France,710,China,0,0.001150266
Korean,1951,220,France,731,North Korea,0,0
Korean,1950,640,Turkey,710,China,0,0
Korean,1950,640,Turkey,731,North Korea,0,0
Korean,1950,840,Philippines,710,China,0,0.001596579
Korean,1950,840,Philippines,731,North Korea,0,0
Korean,1951,800,Thailand,710,China,0,0.074074074
Korean,1951,800,Thailand,731,North Korea,0,
Korean,1950,731,North Korea,211,Belgium,1,0
Korean,1950,731,North Korea,20,Canada,1,0
Korean,1950,731,North Korea,100,Colombia,1,0
Korean,1950,731,North Korea,200,United Kingdom,1,0
Korean,1950,731,North Korea,210,Netherlands,1,0
Korean,1950,731,North Korea,350,Greece,1,0
Korean,1950,731,North Korea,220,France,1,0
Korean,1950,731,North Korea,640,Turkey,1,0
Korean,1950,731,North Korea,840,Philippines,1,0
Korean,1950,731,North Korea,800,Thailand,1,
Korean,1950,731,North Korea,530,Ethiopia,1,0
Korean,1950,731,North Korea,900,Australia,1,0
Korean,1950,731,North Korea,732,South Korea,1,0
Korean,1950,731,North Korea,2,United States of America,1,
Korean,1951,530,Ethiopia,710,China,0,0.002398081
Korean,1951,530,Ethiopia,731,North Korea,0,0
Korean,1950,900,Australia,710,China,0,0.002154043
Korean,1950,900,Australia,731,North Korea,0,0
Korean,1950,732,South Korea,710,China,0,0.025517241
Korean,1950,732,South Korea,731,North Korea,0,0
Korean,1950,2,United States of America,710,China,0,0.011828512
Korean,1950,2,United States of America,731,North Korea,0,
Off-shore Islands,1954,710,China,713,Taiwan,1,
Off-shore Islands,1954,713,Taiwan,710,China,0,
Sinai War,1956,220,France,651,Egypt,0,0.006573876
Sinai War,1956,666,Israel,651,Egypt,1,0
Sinai War,1956,651,Egypt,220,France,0,0.065374788
Sinai War,1956,651,Egypt,666,Israel,0,0
Sinai War,1956,651,Egypt,200,United Kingdom,0,0.088798979
Sinai War,1956,200,United Kingdom,651,Egypt,0,0.004403379
Soviet Invasion of Hungary,1956,310,Hungary,365,USSR,0,0.248218147
Soviet Invasion of Hungary,1956,365,USSR,310,Hungary,1,0.033247549
IfniWar,1958,220,France,600,Morocco,0,0.041386934
IfniWar,1957,230,Spain,600,Morocco,0,0.008848207
IfniWar,1957,600,Morocco,220,France,1,0.577948374
IfniWar,1957,600,Morocco,230,Spain,1,0.016189812
Taiwan Straits,1958,710,China (PRC),713,Taiwan (ROC),1,
Taiwan Straits,1958,713,Taiwan (ROC),710,China (PRC),0,
Assam,1962,750,India,710,China (PRC),0,0.000783636
Assam,1962,710,China (PRC),750,India,1,0.001090226
"Vietnam War, Phase 2",1965,2,United States of America,816,Vietnam,1,0.003278991
"Vietnam War, Phase 2",1970,811,Cambodia,816,Vietnam,0,0.055301081
"Vietnam War, Phase 2",1965,732,South Korea,816,Vietnam,0,0.023649728
"Vietnam War, Phase 2",1966,840,Philippines,816,Vietnam,0,0.000724355
"Vietnam War, Phase 2",1965,817,South Vietnam,816,Vietnam,0,
"Vietnam War, Phase 2",1965,816,Vietnam,2,United States of America,0,1.009692511
"Vietnam War, Phase 2",1965,816,Vietnam,811,Cambodia,0,0.003673702
"Vietnam War, Phase 2",1965,816,Vietnam,732,South Korea,0,0.090617978
"Vietnam War, Phase 2",1965,816,Vietnam,840,Philippines,0,0
"Vietnam War, Phase 2",1965,816,Vietnam,817,South Vietnam,0,
"Vietnam War, Phase 2",1965,816,Vietnam,800,Thailand,0,0.060616077
"Vietnam War, Phase 2",1965,816,Vietnam,900,Australia,0,0.02877733
"Vietnam War, Phase 2",1967,800,Thailand,816,Vietnam,0,0.006142365
"Vietnam War, Phase 2",1965,900,Australia,816,Vietnam,0,0.000714639
Second Kashmir,1965,750,India,770,Pakistan,0,0.010735919
Second Kashmir,1965,770,Pakistan,750,India,1,0.030474113
Six Day War,1967,666,Israel,651,Egypt,1,0
Six Day War,1967,666,Israel,663,Jordan,1,
Six Day War,1967,666,Israel,652,Syria,1,
Six Day War,1967,651,Egypt,666,Israel,0,0
Six Day War,1967,663,Jordan,666,Israel,0,
Six Day War,1967,652,Syria,666,Israel,0,
"Second Laotian, Phase 2",1968,2,United States of America,816,Vietnam,0,0.001347548
"Second Laotian, Phase 2",1970,800,Thailand,816,Vietnam,0,0.005277702
"Second Laotian, Phase 2",1968,812,Laos,816,Vietnam,0,3.35E-05
"Second Laotian, Phase 2",1968,816,Vietnam,2,United States of America,1,1.019703282
"Second Laotian, Phase 2",1968,816,Vietnam,800,Thailand,1,0.094134448
"Second Laotian, Phase 2",1968,816,Vietnam,812,Laos,1,2.16E-05
War of Attrition,1969,651,Egypt,666,Israel,1,0
War of Attrition,1969,666,Israel,651,Egypt,0,0
Football War,1969,91,Honduras,92,El Salvador,0,0.056263451
Football War,1969,92,El Salvador,91,Honduras,1,0.048178366
Communist Coalition,1970,816,Vietnam,2,United States of America,1,1.003141622
Communist Coalition,1970,816,Vietnam,811,Cambodia,1,0.019246321
Communist Coalition,1970,816,Vietnam,817,South Vietnam,1,
Communist Coalition,1970,2,United States of America,816,Vietnam,0,0.003002748
Communist Coalition,1970,811,Cambodia,816,Vietnam,0,0.055301081
Communist Coalition,1970,817,South Vietnam,816,Vietnam,0,
Bangladesh,1971,750,India,770,Pakistan,0,7.52E-05
Bangladesh,1971,770,Pakistan,750,India,1,0.000215051
Yom Kippur War,1973,651,Egypt,666,Israel,1,0
Yom Kippur War,1973,670,Saudi Arabia,666,Israel,0,
Yom Kippur War,1973,666,Israel,651,Egypt,0,0
Yom Kippur War,1973,666,Israel,670,Saudi Arabia,0,
Yom Kippur War,1973,666,Israel,663,Jordan,0,
Yom Kippur War,1973,666,Israel,652,Syria,0,
Yom Kippur War,1973,666,Israel,645,Iraq,0,
Yom Kippur War,1973,663,Jordan,666,Israel,0,
Yom Kippur War,1973,652,Syria,666,Israel,1,
Yom Kippur War,1973,645,Iraq,666,Israel,0,
Turco-Cypriot,1974,640,Turkey,352,Cyprus,1,0.001085757
Turco-Cypriot,1974,352,Cyprus,640,Turkey,0,0.010148262
War over Angola,1975,40,Cuba,560,South Africa,0,0
War over Angola,1975,40,Cuba,490,Democratic Republic of the Congo,0,
War over Angola,1975,560,South Africa,40,Cuba,1,0
War over Angola,1975,560,South Africa,540,Angola,1,
War over Angola,1975,490,Democratic Republic of the Congo,40,Cuba,0,
War over Angola,1975,490,Democratic Republic of the Congo,540,Angola,0,0.004784689
War over Angola,1975,540,Angola,560,South Africa,0,
War over Angola,1975,540,Angola,490,Democratic Republic of the Congo,0,#DIV/0!
"Second Ogaden War, Phase 2",1977,530,Ethiopia,520,Somalia,0,0.00838352
"Second Ogaden War, Phase 2",1977,40,Cuba,520,Somalia,0,0
"Second Ogaden War, Phase 2",1977,520,Somalia,530,Ethiopia,1,0.019825721
"Second Ogaden War, Phase 2",1977,520,Somalia,40,Cuba,1,0
Vietnamese-Cambodian,1977,816,Vietnam,811,Cambodia,0,0.000237863
Vietnamese-Cambodian,1977,811,Cambodia,816,Vietnam,1,0.001085576
Ugandian-Tanzanian,1978,500,Uganda,510,Tanzania,1,0.00402426
Ugandian-Tanzanian,1978,510,Tanzania,500,Uganda,0,0.001256904
Ugandian-Tanzanian,1978,510,Tanzania,620,Libya,0,0
Ugandian-Tanzanian,1979,620,Libya,510,Tanzania,0,5.14E-07
Sino-Vietnamese Punitive,1979,710,China,816,Vietnam,1,0
Sino-Vietnamese Punitive,1979,816,Vietnam,710,China,0,0
Iran-Iraq,1980,645,Iraq,630,Iran,1,0.001401129
Iran-Iraq,1980,630,Iran,645,Iraq,0,0.000659009
Falkland Islands,1982,200,United Kingdom,160,Argentina,0,0.000893585
Falkland Islands,1982,160,Argentina,200,United Kingdom,1,0.013547131
War over Lebanon,1982,666,Israel,652,Syria,1,
War over Lebanon,1982,652,Syria,666,Israel,0,
War over the Aouzou Strip,1986,483,Chad,620,Libya,1,0
War over the Aouzou Strip,1986,620,Libya,483,Chad,0,0
Sino-Vietnamese Border War,1987,816,Vietnam,710,China,0,0
Sino-Vietnamese Border War,1987,710,China,816,Vietnam,1,0
Gulf War,1990,690,Kuwait,645,Iraq,0,0.022063894
Gulf War,1991,2,United States of America,645,Iraq,0,4.51E-07
Gulf War,1991,20,Canada,645,Iraq,0,0.000559419
Gulf War,1991,200,United Kingdom,645,Iraq,0,0.000943289
Gulf War,1991,325,Italy,645,Iraq,0,4.90E-05
Gulf War,1991,600,Morocco,645,Iraq,0,0
Gulf War,1990,645,Iraq,690,Kuwait,1,0.016247228
Gulf War,1990,645,Iraq,2,United States of America,1,0.234630042
Gulf War,1990,645,Iraq,20,Canada,1,0.017160208
Gulf War,1990,645,Iraq,200,United Kingdom,1,0.043260504
Gulf War,1990,645,Iraq,325,Italy,1,0.038301767
Gulf War,1990,645,Iraq,600,Morocco,1,0.013916536
Gulf War,1990,645,Iraq,651,Egypt,1,0.002484734
Gulf War,1990,645,Iraq,698,Oman,1,0.006747219
Gulf War,1990,645,Iraq,220,France,1,0.05778189
Gulf War,1990,645,Iraq,696,United Arab Emirates,1,0.005270573
Gulf War,1990,645,Iraq,694,Qatar,1,0
Gulf War,1990,645,Iraq,670,Saudi Arabia,1,0.00961833
Gulf War,1990,645,Iraq,652,Syria,1,0
Gulf War,1991,651,Egypt,645,Iraq,0,0.00036122
Gulf War,1991,698,Oman,645,Iraq,0,0
Gulf War,1991,220,France,645,Iraq,0,4.69E-05
Gulf War,1991,696,United Arab Emirates,645,Iraq,0,0
Gulf War,1991,694,Qatar,645,Iraq,0,0
Gulf War,1991,670,Saudi Arabia,645,Iraq,0,2.65E-06
Gulf War,1991,652,Syria,645,Iraq,0,4.23E-06
Bosnian Independence,1992,344,Croatia,345,Yugoslavia,0,
Bosnian Independence,1992,346,Bosnia,345,Yugoslavia,0,
Bosnian Independence,1992,345,Yugoslavia,344,Croatia,1,
Bosnian Independence,1992,345,Yugoslavia,346,Bosnia,1,
Azeri-Armenian,1993,373,Azerbaijan,371,Armenia,0,2.96E-05
Azeri-Armenian,1993,371,Armenia,373,Azerbaijan,1,0.000112154
Cenepa Valley,1995,130,Ecuador,135,Peru,1,0.014801439
Cenepa Valley,1995,135,Peru,130,Ecuador,0,0.009167331
Badme Border,1998,531,Eritrea,530,Ethiopia,1,
Badme Border,1998,530,Ethiopia,531,Eritrea,0,
War for Kosovo,1999,640,Turkey,345,Yugoslavia,1,0.004352236
War for Kosovo,1999,325,Italy,345,Yugoslavia,1,0.015282573
War for Kosovo,1999,200,United Kingdom,345,Yugoslavia,1,0.00110204
War for Kosovo,1999,2,United States of America,345,Yugoslavia,1,0.000836211
War for Kosovo,1999,210,Netherlands,345,Yugoslavia,1,0.002201894
War for Kosovo,1999,220,France,345,Yugoslavia,1,0.003559965
War for Kosovo,1999,345,Yugoslavia,640,Turkey,0,0.007276286
War for Kosovo,1999,345,Yugoslavia,325,Italy,0,0.238764595
War for Kosovo,1999,345,Yugoslavia,200,United Kingdom,0,0.0194591
War for Kosovo,1999,345,Yugoslavia,2,United States of America,0,0.035875606
War for Kosovo,1999,345,Yugoslavia,210,Netherlands,0,0.025358128
War for Kosovo,1999,345,Yugoslavia,220,France,0,0.072783065
War for Kosovo,1999,345,Yugoslavia,255,Germany,0,0.307921363
War for Kosovo,1999,255,Germany,345,Yugoslavia,1,0.008655761
Kargil War,1999,750,India,770,Pakistan,0,0.002849751
Kargil War,1999,770,Pakistan,750,India,1,0.0127457
Invasion of Afghanistan,2001,20,Canada,700,Afghanistan,0,8.08E-07
Invasion of Afghanistan,2001,220,France,700,Afghanistan,0,8.66E-06
Invasion of Afghanistan,2001,200,United Kingdom,700,Afghanistan,1,1.16E-05
Invasion of Afghanistan,2001,2,United States of America,700,Afghanistan,1,2.82E-05
Invasion of Afghanistan,2001,900,Australia,700,Afghanistan,0,3.34E-06
Invasion of Afghanistan,2001,700,Afghanistan,20,Canada,0,0.000636944
Invasion of Afghanistan,2001,700,Afghanistan,220,France,0,0.008811933
Invasion of Afghanistan,2001,700,Afghanistan,200,United Kingdom,0,0.010737417
Invasion of Afghanistan,2001,700,Afghanistan,2,United States of America,0,0.084101652
Invasion of Afghanistan,2001,700,Afghanistan,900,Australia,0,0.000679554
Invasion of Iraq,2003,900,Australia,645,Iraq,1,0.002456976
Invasion of Iraq,2003,200,United Kingdom,645,Iraq,1,0.000344998
Invasion of Iraq,2003,2,United States of America,645,Iraq,1,0.002592406
Invasion of Iraq,2003,645,Iraq,900,Australia,0,0.031715591
Invasion of Iraq,2003,645,Iraq,200,United Kingdom,0,0.018712746
Invasion of Iraq,2003,645,Iraq,2,United States of America,0,0.413748338
