ccode1,ccode2,year,country1,country2
2,20,1930,United States of America,Canada
2,20,1935,United States of America,Canada
2,20,1940,United States of America,Canada
2,20,1950,United States of America,Canada
2,20,1955,United States of America,Canada
2,20,1960,United States of America,Canada
2,20,1965,United States of America,Canada
2,20,1970,United States of America,Canada
2,20,1975,United States of America,Canada
2,20,1980,United States of America,Canada
2,20,1985,United States of America,Canada
2,20,1990,United States of America,Canada
2,20,1995,United States of America,Canada
2,20,2000,United States of America,Canada
2,20,2005,United States of America,Canada
2,31,1975,United States of America,Bahamas
2,31,1980,United States of America,Bahamas
2,31,1985,United States of America,Bahamas
2,31,1990,United States of America,Bahamas
2,31,1995,United States of America,Bahamas
2,31,2000,United States of America,Bahamas
2,31,2005,United States of America,Bahamas
2,40,1935,United States of America,Cuba
2,40,1940,United States of America,Cuba
2,40,1950,United States of America,Cuba
2,40,1955,United States of America,Cuba
2,40,1960,United States of America,Cuba
2,41,1864,United States of America,Haiti
2,41,1869,United States of America,Haiti
2,41,1874,United States of America,Haiti
2,41,1879,United States of America,Haiti
2,41,1884,United States of America,Haiti
2,41,1889,United States of America,Haiti
2,41,1894,United States of America,Haiti
2,41,1899,United States of America,Haiti
2,41,1904,United States of America,Haiti
2,41,1909,United States of America,Haiti
2,41,1914,United States of America,Haiti
2,41,1935,United States of America,Haiti
2,41,1940,United States of America,Haiti
2,41,1950,United States of America,Haiti
2,41,1955,United States of America,Haiti
2,41,1960,United States of America,Haiti
2,41,1965,United States of America,Haiti
2,41,1970,United States of America,Haiti
2,41,1975,United States of America,Haiti
2,41,1980,United States of America,Haiti
2,41,1985,United States of America,Haiti
2,41,1990,United States of America,Haiti
2,41,1995,United States of America,Haiti
2,41,2000,United States of America,Haiti
2,41,2005,United States of America,Haiti
2,42,1894,United States of America,Dominican Republic
2,42,1899,United States of America,Dominican Republic
2,42,1904,United States of America,Dominican Republic
2,42,1909,United States of America,Dominican Republic
2,42,1914,United States of America,Dominican Republic
2,42,1925,United States of America,Dominican Republic
2,42,1930,United States of America,Dominican Republic
2,42,1935,United States of America,Dominican Republic
2,42,1940,United States of America,Dominican Republic
2,42,1950,United States of America,Dominican Republic
2,42,1955,United States of America,Dominican Republic
2,42,1960,United States of America,Dominican Republic
2,42,1965,United States of America,Dominican Republic
2,42,1970,United States of America,Dominican Republic
2,42,1975,United States of America,Dominican Republic
2,42,1980,United States of America,Dominican Republic
2,42,1985,United States of America,Dominican Republic
2,42,1990,United States of America,Dominican Republic
2,42,1995,United States of America,Dominican Republic
2,42,2000,United States of America,Dominican Republic
2,42,2005,United States of America,Dominican Republic
2,51,1965,United States of America,Jamaica
2,51,1970,United States of America,Jamaica
2,51,1975,United States of America,Jamaica
2,51,1980,United States of America,Jamaica
2,51,1985,United States of America,Jamaica
2,51,1990,United States of America,Jamaica
2,51,1995,United States of America,Jamaica
2,51,2000,United States of America,Jamaica
2,51,2005,United States of America,Jamaica
2,52,1965,United States of America,Trinidad and Tobago
2,52,1970,United States of America,Trinidad and Tobago
2,52,1975,United States of America,Trinidad and Tobago
2,52,1980,United States of America,Trinidad and Tobago
2,52,1985,United States of America,Trinidad and Tobago
2,52,1990,United States of America,Trinidad and Tobago
2,52,1995,United States of America,Trinidad and Tobago
2,52,2000,United States of America,Trinidad and Tobago
2,52,2005,United States of America,Trinidad and Tobago
2,53,1970,United States of America,Barbados
2,53,1975,United States of America,Barbados
2,53,1980,United States of America,Barbados
2,53,1985,United States of America,Barbados
2,53,1990,United States of America,Barbados
2,53,1995,United States of America,Barbados
2,53,2000,United States of America,Barbados
2,53,2005,United States of America,Barbados
2,54,1980,United States of America,Dominica
2,54,2000,United States of America,Dominica
2,54,2005,United States of America,Dominica
2,55,1975,United States of America,Grenada
2,55,1980,United States of America,Grenada
2,55,1985,United States of America,Grenada
2,55,1990,United States of America,Grenada
2,55,1995,United States of America,Grenada
2,55,2000,United States of America,Grenada
2,55,2005,United States of America,Grenada
2,56,1980,United States of America,Saint Lucia
2,56,1985,United States of America,Saint Lucia
2,56,1990,United States of America,Saint Lucia
2,56,1995,United States of America,Saint Lucia
2,56,2000,United States of America,Saint Lucia
2,56,2005,United States of America,Saint Lucia
2,57,1995,United States of America,Saint Vincent and the Grenadines
2,57,2000,United States of America,Saint Vincent and the Grenadines
2,57,2005,United States of America,Saint Vincent and the Grenadines
2,58,1985,United States of America,Antigua and Barbuda
2,58,1990,United States of America,Antigua and Barbuda
2,58,1995,United States of America,Antigua and Barbuda
2,58,2000,United States of America,Antigua and Barbuda
2,58,2005,United States of America,Antigua and Barbuda
2,60,1985,United States of America,Saint Kitts and Nevis
2,60,1990,United States of America,Saint Kitts and Nevis
2,60,1995,United States of America,Saint Kitts and Nevis
2,60,2000,United States of America,Saint Kitts and Nevis
2,60,2005,United States of America,Saint Kitts and Nevis
2,70,1836,United States of America,Mexico
2,70,1840,United States of America,Mexico
2,70,1844,United States of America,Mexico
2,70,1849,United States of America,Mexico
2,70,1854,United States of America,Mexico
2,70,1859,United States of America,Mexico
2,70,1864,United States of America,Mexico
2,70,1869,United States of America,Mexico
2,70,1874,United States of America,Mexico
2,70,1879,United States of America,Mexico
2,70,1884,United States of America,Mexico
2,70,1889,United States of America,Mexico
2,70,1894,United States of America,Mexico
2,70,1899,United States of America,Mexico
2,70,1904,United States of America,Mexico
2,70,1909,United States of America,Mexico
2,70,1914,United States of America,Mexico
2,70,1920,United States of America,Mexico
2,70,1925,United States of America,Mexico
2,70,1930,United States of America,Mexico
2,70,1935,United States of America,Mexico
2,70,1940,United States of America,Mexico
2,70,1950,United States of America,Mexico
2,70,1955,United States of America,Mexico
2,70,1960,United States of America,Mexico
2,70,1965,United States of America,Mexico
2,70,1970,United States of America,Mexico
2,70,1975,United States of America,Mexico
2,70,1980,United States of America,Mexico
2,70,1985,United States of America,Mexico
2,70,1990,United States of America,Mexico
2,70,1995,United States of America,Mexico
2,70,2000,United States of America,Mexico
2,70,2005,United States of America,Mexico
2,80,1985,United States of America,Belize
2,80,1990,United States of America,Belize
2,80,1995,United States of America,Belize
2,80,2000,United States of America,Belize
2,80,2005,United States of America,Belize
2,90,1869,United States of America,Guatemala
2,90,1874,United States of America,Guatemala
2,90,1879,United States of America,Guatemala
2,90,1884,United States of America,Guatemala
2,90,1889,United States of America,Guatemala
2,90,1894,United States of America,Guatemala
2,90,1899,United States of America,Guatemala
2,90,1904,United States of America,Guatemala
2,90,1909,United States of America,Guatemala
2,90,1914,United States of America,Guatemala
2,90,1920,United States of America,Guatemala
2,90,1925,United States of America,Guatemala
2,90,1930,United States of America,Guatemala
2,90,1935,United States of America,Guatemala
2,90,1940,United States of America,Guatemala
2,90,1950,United States of America,Guatemala
2,90,1955,United States of America,Guatemala
2,90,1960,United States of America,Guatemala
2,90,1965,United States of America,Guatemala
2,90,1970,United States of America,Guatemala
2,90,1975,United States of America,Guatemala
2,90,1980,United States of America,Guatemala
2,90,1985,United States of America,Guatemala
2,90,1990,United States of America,Guatemala
2,90,1995,United States of America,Guatemala
2,90,2000,United States of America,Guatemala
2,90,2005,United States of America,Guatemala
2,91,1899,United States of America,Honduras
2,91,1904,United States of America,Honduras
2,91,1909,United States of America,Honduras
2,91,1914,United States of America,Honduras
2,91,1920,United States of America,Honduras
2,91,1925,United States of America,Honduras
2,91,1930,United States of America,Honduras
2,91,1935,United States of America,Honduras
2,91,1940,United States of America,Honduras
2,91,1950,United States of America,Honduras
2,91,1955,United States of America,Honduras
2,91,1960,United States of America,Honduras
2,91,1965,United States of America,Honduras
2,91,1970,United States of America,Honduras
2,91,1975,United States of America,Honduras
2,91,1980,United States of America,Honduras
2,91,1985,United States of America,Honduras
2,91,1990,United States of America,Honduras
2,91,1995,United States of America,Honduras
2,91,2000,United States of America,Honduras
2,91,2005,United States of America,Honduras
2,92,1879,United States of America,El Salvador
2,92,1889,United States of America,El Salvador
2,92,1894,United States of America,El Salvador
2,92,1899,United States of America,El Salvador
2,92,1904,United States of America,El Salvador
2,92,1909,United States of America,El Salvador
2,92,1914,United States of America,El Salvador
2,92,1920,United States of America,El Salvador
2,92,1925,United States of America,El Salvador
2,92,1930,United States of America,El Salvador
2,92,1935,United States of America,El Salvador
2,92,1940,United States of America,El Salvador
2,92,1950,United States of America,El Salvador
2,92,1955,United States of America,El Salvador
2,92,1960,United States of America,El Salvador
2,92,1965,United States of America,El Salvador
2,92,1970,United States of America,El Salvador
2,92,1975,United States of America,El Salvador
2,92,1980,United States of America,El Salvador
2,92,1985,United States of America,El Salvador
2,92,1990,United States of America,El Salvador
2,92,1995,United States of America,El Salvador
2,92,2000,United States of America,El Salvador
2,92,2005,United States of America,El Salvador
2,93,1904,United States of America,Nicaragua
2,93,1909,United States of America,Nicaragua
2,93,1914,United States of America,Nicaragua
2,93,1920,United States of America,Nicaragua
2,93,1925,United States of America,Nicaragua
2,93,1930,United States of America,Nicaragua
2,93,1935,United States of America,Nicaragua
2,93,1940,United States of America,Nicaragua
2,93,1950,United States of America,Nicaragua
2,93,1955,United States of America,Nicaragua
2,93,1960,United States of America,Nicaragua
2,93,1965,United States of America,Nicaragua
2,93,1970,United States of America,Nicaragua
2,93,1975,United States of America,Nicaragua
2,93,1980,United States of America,Nicaragua
2,93,1985,United States of America,Nicaragua
2,93,1990,United States of America,Nicaragua
2,93,1995,United States of America,Nicaragua
2,93,2000,United States of America,Nicaragua
2,93,2005,United States of America,Nicaragua
2,94,1920,United States of America,Costa Rica
2,94,1925,United States of America,Costa Rica
2,94,1930,United States of America,Costa Rica
2,94,1935,United States of America,Costa Rica
2,94,1940,United States of America,Costa Rica
2,94,1950,United States of America,Costa Rica
2,94,1955,United States of America,Costa Rica
2,94,1960,United States of America,Costa Rica
2,94,1965,United States of America,Costa Rica
2,94,1970,United States of America,Costa Rica
2,94,1975,United States of America,Costa Rica
2,94,1980,United States of America,Costa Rica
2,94,1985,United States of America,Costa Rica
2,94,1990,United States of America,Costa Rica
2,94,1995,United States of America,Costa Rica
2,94,2000,United States of America,Costa Rica
2,94,2005,United States of America,Costa Rica
2,95,1920,United States of America,Panama
2,95,1925,United States of America,Panama
2,95,1930,United States of America,Panama
2,95,1935,United States of America,Panama
2,95,1940,United States of America,Panama
2,95,1950,United States of America,Panama
2,95,1955,United States of America,Panama
2,95,1960,United States of America,Panama
2,95,1965,United States of America,Panama
2,95,1970,United States of America,Panama
2,95,1975,United States of America,Panama
2,95,1980,United States of America,Panama
2,95,1985,United States of America,Panama
2,95,1990,United States of America,Panama
2,95,1995,United States of America,Panama
2,95,2000,United States of America,Panama
2,95,2005,United States of America,Panama
2,100,1836,United States of America,Colombia
2,100,1840,United States of America,Colombia
2,100,1844,United States of America,Colombia
2,100,1849,United States of America,Colombia
2,100,1854,United States of America,Colombia
2,100,1859,United States of America,Colombia
2,100,1864,United States of America,Colombia
2,100,1869,United States of America,Colombia
2,100,1874,United States of America,Colombia
2,100,1879,United States of America,Colombia
2,100,1884,United States of America,Colombia
2,100,1889,United States of America,Colombia
2,100,1894,United States of America,Colombia
2,100,1899,United States of America,Colombia
2,100,1904,United States of America,Colombia
2,100,1909,United States of America,Colombia
2,100,1914,United States of America,Colombia
2,100,1920,United States of America,Colombia
2,100,1925,United States of America,Colombia
2,100,1930,United States of America,Colombia
2,100,1935,United States of America,Colombia
2,100,1940,United States of America,Colombia
2,100,1950,United States of America,Colombia
2,100,1955,United States of America,Colombia
2,100,1960,United States of America,Colombia
2,100,1965,United States of America,Colombia
2,100,1970,United States of America,Colombia
2,100,1975,United States of America,Colombia
2,100,1980,United States of America,Colombia
2,100,1985,United States of America,Colombia
2,100,1990,United States of America,Colombia
2,100,1995,United States of America,Colombia
2,100,2000,United States of America,Colombia
2,100,2005,United States of America,Colombia
2,101,1844,United States of America,Venezuela
2,101,1849,United States of America,Venezuela
2,101,1854,United States of America,Venezuela
2,101,1859,United States of America,Venezuela
2,101,1864,United States of America,Venezuela
2,101,1869,United States of America,Venezuela
2,101,1874,United States of America,Venezuela
2,101,1879,United States of America,Venezuela
2,101,1884,United States of America,Venezuela
2,101,1889,United States of America,Venezuela
2,101,1894,United States of America,Venezuela
2,101,1899,United States of America,Venezuela
2,101,1904,United States of America,Venezuela
2,101,1909,United States of America,Venezuela
2,101,1914,United States of America,Venezuela
2,101,1920,United States of America,Venezuela
2,101,1925,United States of America,Venezuela
2,101,1930,United States of America,Venezuela
2,101,1935,United States of America,Venezuela
2,101,1940,United States of America,Venezuela
2,101,1950,United States of America,Venezuela
2,101,1955,United States of America,Venezuela
2,101,1960,United States of America,Venezuela
2,101,1965,United States of America,Venezuela
2,101,1970,United States of America,Venezuela
2,101,1975,United States of America,Venezuela
2,101,1980,United States of America,Venezuela
2,101,1985,United States of America,Venezuela
2,101,1990,United States of America,Venezuela
2,101,1995,United States of America,Venezuela
2,101,2000,United States of America,Venezuela
2,101,2005,United States of America,Venezuela
2,110,1970,United States of America,Guyana
2,110,1975,United States of America,Guyana
2,110,1980,United States of America,Guyana
2,110,1985,United States of America,Guyana
2,110,1990,United States of America,Guyana
2,110,1995,United States of America,Guyana
2,110,2000,United States of America,Guyana
2,110,2005,United States of America,Guyana
2,115,1980,United States of America,Suriname
2,115,1985,United States of America,Suriname
2,115,1990,United States of America,Suriname
2,115,1995,United States of America,Suriname
2,115,2000,United States of America,Suriname
2,115,2005,United States of America,Suriname
2,130,1854,United States of America,Ecuador
2,130,1859,United States of America,Ecuador
2,130,1864,United States of America,Ecuador
2,130,1869,United States of America,Ecuador
2,130,1874,United States of America,Ecuador
2,130,1879,United States of America,Ecuador
2,130,1889,United States of America,Ecuador
2,130,1894,United States of America,Ecuador
2,130,1899,United States of America,Ecuador
2,130,1904,United States of America,Ecuador
2,130,1909,United States of America,Ecuador
2,130,1914,United States of America,Ecuador
2,130,1920,United States of America,Ecuador
2,130,1925,United States of America,Ecuador
2,130,1930,United States of America,Ecuador
2,130,1935,United States of America,Ecuador
2,130,1940,United States of America,Ecuador
2,130,1950,United States of America,Ecuador
2,130,1955,United States of America,Ecuador
2,130,1960,United States of America,Ecuador
2,130,1965,United States of America,Ecuador
2,130,1970,United States of America,Ecuador
2,130,1975,United States of America,Ecuador
2,130,1980,United States of America,Ecuador
2,130,1985,United States of America,Ecuador
2,130,1990,United States of America,Ecuador
2,130,1995,United States of America,Ecuador
2,130,2000,United States of America,Ecuador
2,130,2005,United States of America,Ecuador
2,135,1840,United States of America,Peru
2,135,1849,United States of America,Peru
2,135,1854,United States of America,Peru
2,135,1859,United States of America,Peru
2,135,1864,United States of America,Peru
2,135,1869,United States of America,Peru
2,135,1874,United States of America,Peru
2,135,1879,United States of America,Peru
2,135,1884,United States of America,Peru
2,135,1889,United States of America,Peru
2,135,1894,United States of America,Peru
2,135,1899,United States of America,Peru
2,135,1904,United States of America,Peru
2,135,1909,United States of America,Peru
2,135,1914,United States of America,Peru
2,135,1920,United States of America,Peru
2,135,1925,United States of America,Peru
2,135,1930,United States of America,Peru
2,135,1935,United States of America,Peru
2,135,1940,United States of America,Peru
2,135,1950,United States of America,Peru
2,135,1955,United States of America,Peru
2,135,1960,United States of America,Peru
2,135,1965,United States of America,Peru
2,135,1970,United States of America,Peru
2,135,1975,United States of America,Peru
2,135,1980,United States of America,Peru
2,135,1985,United States of America,Peru
2,135,1990,United States of America,Peru
2,135,1995,United States of America,Peru
2,135,2000,United States of America,Peru
2,135,2005,United States of America,Peru
2,140,1827,United States of America,Brazil
2,140,1832,United States of America,Brazil
2,140,1836,United States of America,Brazil
2,140,1840,United States of America,Brazil
2,140,1844,United States of America,Brazil
2,140,1849,United States of America,Brazil
2,140,1854,United States of America,Brazil
2,140,1859,United States of America,Brazil
2,140,1864,United States of America,Brazil
2,140,1869,United States of America,Brazil
2,140,1874,United States of America,Brazil
2,140,1879,United States of America,Brazil
2,140,1884,United States of America,Brazil
2,140,1889,United States of America,Brazil
2,140,1894,United States of America,Brazil
2,140,1899,United States of America,Brazil
2,140,1904,United States of America,Brazil
2,140,1909,United States of America,Brazil
2,140,1914,United States of America,Brazil
2,140,1920,United States of America,Brazil
2,140,1925,United States of America,Brazil
2,140,1930,United States of America,Brazil
2,140,1935,United States of America,Brazil
2,140,1940,United States of America,Brazil
2,140,1950,United States of America,Brazil
2,140,1955,United States of America,Brazil
2,140,1960,United States of America,Brazil
2,140,1965,United States of America,Brazil
2,140,1970,United States of America,Brazil
2,140,1975,United States of America,Brazil
2,140,1980,United States of America,Brazil
2,140,1985,United States of America,Brazil
2,140,1990,United States of America,Brazil
2,140,1995,United States of America,Brazil
2,140,2000,United States of America,Brazil
2,140,2005,United States of America,Brazil
2,145,1849,United States of America,Bolivia
2,145,1854,United States of America,Bolivia
2,145,1859,United States of America,Bolivia
2,145,1864,United States of America,Bolivia
2,145,1869,United States of America,Bolivia
2,145,1874,United States of America,Bolivia
2,145,1879,United States of America,Bolivia
2,145,1884,United States of America,Bolivia
2,145,1889,United States of America,Bolivia
2,145,1894,United States of America,Bolivia
2,145,1899,United States of America,Bolivia
2,145,1904,United States of America,Bolivia
2,145,1909,United States of America,Bolivia
2,145,1914,United States of America,Bolivia
2,145,1920,United States of America,Bolivia
2,145,1925,United States of America,Bolivia
2,145,1930,United States of America,Bolivia
2,145,1935,United States of America,Bolivia
2,145,1940,United States of America,Bolivia
2,145,1950,United States of America,Bolivia
2,145,1955,United States of America,Bolivia
2,145,1960,United States of America,Bolivia
2,145,1965,United States of America,Bolivia
2,145,1970,United States of America,Bolivia
2,145,1975,United States of America,Bolivia
2,145,1980,United States of America,Bolivia
2,145,1985,United States of America,Bolivia
2,145,1990,United States of America,Bolivia
2,145,1995,United States of America,Bolivia
2,145,2000,United States of America,Bolivia
2,145,2005,United States of America,Bolivia
2,150,1899,United States of America,Paraguay
2,150,1904,United States of America,Paraguay
2,150,1909,United States of America,Paraguay
2,150,1914,United States of America,Paraguay
2,150,1920,United States of America,Paraguay
2,150,1925,United States of America,Paraguay
2,150,1930,United States of America,Paraguay
2,150,1935,United States of America,Paraguay
2,150,1940,United States of America,Paraguay
2,150,1950,United States of America,Paraguay
2,150,1955,United States of America,Paraguay
2,150,1960,United States of America,Paraguay
2,150,1965,United States of America,Paraguay
2,150,1970,United States of America,Paraguay
2,150,1975,United States of America,Paraguay
2,150,1980,United States of America,Paraguay
2,150,1985,United States of America,Paraguay
2,150,1990,United States of America,Paraguay
2,150,1995,United States of America,Paraguay
2,150,2000,United States of America,Paraguay
2,150,2005,United States of America,Paraguay
2,155,1840,United States of America,Chile
2,155,1844,United States of America,Chile
2,155,1849,United States of America,Chile
2,155,1854,United States of America,Chile
2,155,1859,United States of America,Chile
2,155,1864,United States of America,Chile
2,155,1869,United States of America,Chile
2,155,1874,United States of America,Chile
2,155,1879,United States of America,Chile
2,155,1884,United States of America,Chile
2,155,1889,United States of America,Chile
2,155,1894,United States of America,Chile
2,155,1899,United States of America,Chile
2,155,1904,United States of America,Chile
2,155,1909,United States of America,Chile
2,155,1914,United States of America,Chile
2,155,1920,United States of America,Chile
2,155,1925,United States of America,Chile
2,155,1930,United States of America,Chile
2,155,1935,United States of America,Chile
2,155,1940,United States of America,Chile
2,155,1950,United States of America,Chile
2,155,1955,United States of America,Chile
2,155,1960,United States of America,Chile
2,155,1965,United States of America,Chile
2,155,1970,United States of America,Chile
2,155,1975,United States of America,Chile
2,155,1980,United States of America,Chile
2,155,1985,United States of America,Chile
2,155,1990,United States of America,Chile
2,155,1995,United States of America,Chile
2,155,2000,United States of America,Chile
2,155,2005,United States of America,Chile
2,160,1844,United States of America,Argentina
2,160,1849,United States of America,Argentina
2,160,1854,United States of America,Argentina
2,160,1859,United States of America,Argentina
2,160,1864,United States of America,Argentina
2,160,1869,United States of America,Argentina
2,160,1874,United States of America,Argentina
2,160,1879,United States of America,Argentina
2,160,1884,United States of America,Argentina
2,160,1889,United States of America,Argentina
2,160,1894,United States of America,Argentina
2,160,1899,United States of America,Argentina
2,160,1904,United States of America,Argentina
2,160,1909,United States of America,Argentina
2,160,1914,United States of America,Argentina
2,160,1920,United States of America,Argentina
2,160,1925,United States of America,Argentina
2,160,1930,United States of America,Argentina
2,160,1935,United States of America,Argentina
2,160,1940,United States of America,Argentina
2,160,1950,United States of America,Argentina
2,160,1955,United States of America,Argentina
2,160,1960,United States of America,Argentina
2,160,1965,United States of America,Argentina
2,160,1970,United States of America,Argentina
2,160,1975,United States of America,Argentina
2,160,1980,United States of America,Argentina
2,160,1985,United States of America,Argentina
2,160,1990,United States of America,Argentina
2,160,1995,United States of America,Argentina
2,160,2000,United States of America,Argentina
2,160,2005,United States of America,Argentina
2,165,1884,United States of America,Uruguay
2,165,1889,United States of America,Uruguay
2,165,1894,United States of America,Uruguay
2,165,1899,United States of America,Uruguay
2,165,1904,United States of America,Uruguay
2,165,1909,United States of America,Uruguay
2,165,1914,United States of America,Uruguay
2,165,1920,United States of America,Uruguay
2,165,1925,United States of America,Uruguay
2,165,1930,United States of America,Uruguay
2,165,1935,United States of America,Uruguay
2,165,1940,United States of America,Uruguay
2,165,1950,United States of America,Uruguay
2,165,1955,United States of America,Uruguay
2,165,1960,United States of America,Uruguay
2,165,1965,United States of America,Uruguay
2,165,1970,United States of America,Uruguay
2,165,1975,United States of America,Uruguay
2,165,1980,United States of America,Uruguay
2,165,1985,United States of America,Uruguay
2,165,1990,United States of America,Uruguay
2,165,1995,United States of America,Uruguay
2,165,2000,United States of America,Uruguay
2,165,2005,United States of America,Uruguay
2,200,1817,United States of America,United Kingdom
2,200,1824,United States of America,United Kingdom
2,200,1827,United States of America,United Kingdom
2,200,1832,United States of America,United Kingdom
2,200,1836,United States of America,United Kingdom
2,200,1840,United States of America,United Kingdom
2,200,1844,United States of America,United Kingdom
2,200,1849,United States of America,United Kingdom
2,200,1854,United States of America,United Kingdom
2,200,1859,United States of America,United Kingdom
2,200,1864,United States of America,United Kingdom
2,200,1869,United States of America,United Kingdom
2,200,1874,United States of America,United Kingdom
2,200,1879,United States of America,United Kingdom
2,200,1884,United States of America,United Kingdom
2,200,1889,United States of America,United Kingdom
2,200,1894,United States of America,United Kingdom
2,200,1899,United States of America,United Kingdom
2,200,1904,United States of America,United Kingdom
2,200,1909,United States of America,United Kingdom
2,200,1914,United States of America,United Kingdom
2,200,1920,United States of America,United Kingdom
2,200,1925,United States of America,United Kingdom
2,200,1930,United States of America,United Kingdom
2,200,1935,United States of America,United Kingdom
2,200,1940,United States of America,United Kingdom
2,200,1950,United States of America,United Kingdom
2,200,1955,United States of America,United Kingdom
2,200,1960,United States of America,United Kingdom
2,200,1965,United States of America,United Kingdom
2,200,1970,United States of America,United Kingdom
2,200,1975,United States of America,United Kingdom
2,200,1980,United States of America,United Kingdom
2,200,1985,United States of America,United Kingdom
2,200,1990,United States of America,United Kingdom
2,200,1995,United States of America,United Kingdom
2,200,2000,United States of America,United Kingdom
2,200,2005,United States of America,United Kingdom
2,205,1930,United States of America,Ireland
2,205,1935,United States of America,Ireland
2,205,1940,United States of America,Ireland
2,205,1950,United States of America,Ireland
2,205,1955,United States of America,Ireland
2,205,1960,United States of America,Ireland
2,205,1965,United States of America,Ireland
2,205,1970,United States of America,Ireland
2,205,1975,United States of America,Ireland
2,205,1980,United States of America,Ireland
2,205,1985,United States of America,Ireland
2,205,1990,United States of America,Ireland
2,205,1995,United States of America,Ireland
2,205,2000,United States of America,Ireland
2,205,2005,United States of America,Ireland
2,210,1817,United States of America,Netherlands
2,210,1824,United States of America,Netherlands
2,210,1827,United States of America,Netherlands
2,210,1832,United States of America,Netherlands
2,210,1836,United States of America,Netherlands
2,210,1840,United States of America,Netherlands
2,210,1844,United States of America,Netherlands
2,210,1849,United States of America,Netherlands
2,210,1854,United States of America,Netherlands
2,210,1859,United States of America,Netherlands
2,210,1864,United States of America,Netherlands
2,210,1869,United States of America,Netherlands
2,210,1874,United States of America,Netherlands
2,210,1879,United States of America,Netherlands
2,210,1884,United States of America,Netherlands
2,210,1889,United States of America,Netherlands
2,210,1894,United States of America,Netherlands
2,210,1899,United States of America,Netherlands
2,210,1904,United States of America,Netherlands
2,210,1909,United States of America,Netherlands
2,210,1914,United States of America,Netherlands
2,210,1920,United States of America,Netherlands
2,210,1925,United States of America,Netherlands
2,210,1930,United States of America,Netherlands
2,210,1935,United States of America,Netherlands
2,210,1940,United States of America,Netherlands
2,210,1950,United States of America,Netherlands
2,210,1955,United States of America,Netherlands
2,210,1960,United States of America,Netherlands
2,210,1965,United States of America,Netherlands
2,210,1970,United States of America,Netherlands
2,210,1975,United States of America,Netherlands
2,210,1980,United States of America,Netherlands
2,210,1985,United States of America,Netherlands
2,210,1990,United States of America,Netherlands
2,210,1995,United States of America,Netherlands
2,210,2000,United States of America,Netherlands
2,210,2005,United States of America,Netherlands
2,211,1836,United States of America,Belgium
2,211,1840,United States of America,Belgium
2,211,1844,United States of America,Belgium
2,211,1849,United States of America,Belgium
2,211,1854,United States of America,Belgium
2,211,1859,United States of America,Belgium
2,211,1864,United States of America,Belgium
2,211,1869,United States of America,Belgium
2,211,1874,United States of America,Belgium
2,211,1879,United States of America,Belgium
2,211,1884,United States of America,Belgium
2,211,1889,United States of America,Belgium
2,211,1894,United States of America,Belgium
2,211,1899,United States of America,Belgium
2,211,1904,United States of America,Belgium
2,211,1909,United States of America,Belgium
2,211,1914,United States of America,Belgium
2,211,1920,United States of America,Belgium
2,211,1925,United States of America,Belgium
2,211,1930,United States of America,Belgium
2,211,1935,United States of America,Belgium
2,211,1940,United States of America,Belgium
2,211,1950,United States of America,Belgium
2,211,1955,United States of America,Belgium
2,211,1960,United States of America,Belgium
2,211,1965,United States of America,Belgium
2,211,1970,United States of America,Belgium
2,211,1975,United States of America,Belgium
2,211,1980,United States of America,Belgium
2,211,1985,United States of America,Belgium
2,211,1990,United States of America,Belgium
2,211,1995,United States of America,Belgium
2,211,2000,United States of America,Belgium
2,211,2005,United States of America,Belgium
2,212,1920,United States of America,Luxembourg
2,212,1925,United States of America,Luxembourg
2,212,1930,United States of America,Luxembourg
2,212,1935,United States of America,Luxembourg
2,212,1940,United States of America,Luxembourg
2,212,1950,United States of America,Luxembourg
2,212,1955,United States of America,Luxembourg
2,212,1960,United States of America,Luxembourg
2,212,1965,United States of America,Luxembourg
2,212,1970,United States of America,Luxembourg
2,212,1975,United States of America,Luxembourg
2,212,1980,United States of America,Luxembourg
2,212,1985,United States of America,Luxembourg
2,212,1990,United States of America,Luxembourg
2,212,1995,United States of America,Luxembourg
2,212,2000,United States of America,Luxembourg
2,212,2005,United States of America,Luxembourg
2,220,1817,United States of America,France
2,220,1824,United States of America,France
2,220,1827,United States of America,France
2,220,1832,United States of America,France
2,220,1836,United States of America,France
2,220,1840,United States of America,France
2,220,1844,United States of America,France
2,220,1849,United States of America,France
2,220,1854,United States of America,France
2,220,1859,United States of America,France
2,220,1864,United States of America,France
2,220,1869,United States of America,France
2,220,1874,United States of America,France
2,220,1879,United States of America,France
2,220,1884,United States of America,France
2,220,1889,United States of America,France
2,220,1894,United States of America,France
2,220,1899,United States of America,France
2,220,1904,United States of America,France
2,220,1909,United States of America,France
2,220,1914,United States of America,France
2,220,1920,United States of America,France
2,220,1925,United States of America,France
2,220,1930,United States of America,France
2,220,1935,United States of America,France
2,220,1940,United States of America,France
2,220,1950,United States of America,France
2,220,1955,United States of America,France
2,220,1960,United States of America,France
2,220,1965,United States of America,France
2,220,1970,United States of America,France
2,220,1975,United States of America,France
2,220,1980,United States of America,France
2,220,1985,United States of America,France
2,220,1990,United States of America,France
2,220,1995,United States of America,France
2,220,2000,United States of America,France
2,220,2005,United States of America,France
2,223,2005,United States of America,Liechtenstein
2,225,1854,United States of America,Switzerland
2,225,1859,United States of America,Switzerland
2,225,1864,United States of America,Switzerland
